case_number,n_parcels,agg_appraised_value_median,agg_appraised_value_total,agg_total_market_value_median,agg_total_market_value_total,agg_land_market_value_median,agg_land_market_value_total,agg_improvement_market_value_median,agg_improvement_market_value_total,agg_year_built_median,agg_year_built_total,agg_land_acres_median,agg_land_acres_total,agg_source_priority,agg_improvement_sq_ft_median,agg_improvement_sq_ft_total
C12M-02-0001,1,1195680.0,1195680.0,0.0,0.0,684167.0,684167.0,5616255.0,5616255.0,2012.0,,99.64,99.64,subject,,
C12M-04-0002,1,1195680.0,1195680.0,0.0,0.0,684167.0,684167.0,5616255.0,5616255.0,2012.0,,99.64,99.64,subject,,
C12M-07-0003,1,2141018.0,2141018.0,0.0,0.0,1658107.0,1658107.0,2838058.0,2838058.0,2010.0,,130.53,130.53,subject,,
C12M-2008-0001,1,0.0,0.0,0.0,0.0,1640574.0,1640574.0,842798.0,842798.0,2010.0,,52620.48,52620.48,subject,,
C12M-2009-0002,1,680425.0,680425.0,0.0,0.0,111294.0,111294.0,2061910.0,2061910.0,1995.0,,0.0,0.0,subject,,
C12M-2010-0001,1,181820.0,181820.0,0.0,0.0,1962131.0,1962131.0,181820.0,181820.0,,,2.0,2.0,subject,,
C12M-2010-0003,1,166325.0,166325.0,0.0,0.0,1651269.0,1651269.0,315601.0,315601.0,,,11.88,11.88,subject,,
C12M-2010-0004,1,900.0,900.0,0.0,0.0,1651269.0,1651269.0,900.0,900.0,,,0.0,0.0,subject,,
C12M-2010-0005,1,900.0,900.0,0.0,0.0,1651269.0,1651269.0,900.0,900.0,,,0.0,0.0,subject,,
C12M-2010-0006,1,482380.0,482380.0,0.0,0.0,1651269.0,1651269.0,1004760.0,1004760.0,,,24.119,24.119,subject,,
C12M-2010-0007,1,1567406.0,1567406.0,0.0,0.0,1651269.0,1651269.0,0.0,0.0,0.0,,165.865,165.865,subject,,
C12M-2011-0007,1,28872741.0,28872741.0,0.0,0.0,2040018.0,2040018.0,28872741.0,28872741.0,,,332332.0,332332.0,subject,,
C12M-2011-0008,1,0.0,0.0,2984392.0,2984392.0,1870350.0,1870350.0,2887698.0,2887698.0,,,108900.0,108900.0,subject,,
C12M-2011-0011,1,564538.0,564538.0,0.0,0.0,1526415.0,1526415.0,564538.0,564538.0,,,70567.2,70567.2,subject,,
C12M-2013-0001,1,0.0,0.0,55909085.0,55909085.0,1859124.0,1859124.0,53252412.0,53252412.0,,,575937.25,575937.25,subject,,
C12M-2013-0002,1,0.0,0.0,0.0,0.0,1640574.0,1640574.0,842798.0,842798.0,2010.0,,52620.48,52620.48,subject,,
C12M-2013-0102,1,1463000.0,1463000.0,0.0,0.0,1558821.0,1558821.0,1983223.0,1983223.0,1972.0,,0.0,0.0,subject,,
C12M-2016-0002,1,776936.0,776936.0,0.0,0.0,1613377.0,1613377.0,2222222.0,2222222.0,2019.0,,59764.32,59764.32,subject,,
C12M-2018-0145,1,1916095.0,1916095.0,0.0,0.0,392785.0,392785.0,1916095.0,1916095.0,,,510958.8,510958.8,subject,,
C12M-2020-0137,1,825354.0,825354.0,0.0,0.0,1443720.0,1443720.0,1262940.0,1262940.0,1965.0,,0.0,0.0,subject,,
C12M-2021-0176,1,1384511.0,1384511.0,0.0,0.0,178832.0,178832.0,2002337.0,2002337.0,1952.0,,692255.52,692255.52,subject,,
C12M-2022-0001,1,1630140.0,1630140.0,0.0,0.0,1806172.0,1806172.0,0.0,0.0,0.0,,0.0,0.0,subject,,
C12M-2024-0002,1,720.0,720.0,0.0,0.0,1651269.0,1651269.0,0.0,0.0,0.0,,0.0,0.0,subject,,
C12M-2024-0003,1,915598.0,915598.0,0.0,0.0,1911686.0,1911686.0,0.0,0.0,0.0,,29.91,29.91,subject,,
C14-00-2001,1,3570000.0,3570000.0,0.0,0.0,1627684.0,1627684.0,3570000.0,3570000.0,,,388598.76,388598.76,subject,,
C14-00-2003,1,106178.0,106178.0,0.0,0.0,1686634.0,1686634.0,217325.0,217325.0,1953.0,,42471.0,42471.0,subject,,
C14-00-2011.1,1,1725750.0,1725750.0,0.0,0.0,1885318.0,1885318.0,4467083.0,4467083.0,1962.0,,19175.0,19175.0,subject,,
C14-00-2011.2,1,1250000.0,1250000.0,0.0,0.0,178223.0,178223.0,1370996.0,1370996.0,,,16400.0,16400.0,subject,,
C14-00-2011.3,1,0.0,0.0,2356928.0,2356928.0,182492.0,182492.0,1605905.0,1605905.0,1955.0,,14707.0,14707.0,subject,,
C14-00-2011.4,1,0.0,0.0,1613940.0,1613940.0,182490.0,182490.0,1613940.0,1613940.0,,,17813.0,17813.0,subject,,
C14-00-2011.5,1,0.0,0.0,896267.0,896267.0,182490.0,182490.0,599433.0,599433.0,,,17811.68,17811.68,subject,,
C14-00-2011.6,1,950000.0,950000.0,0.0,0.0,2040909.0,2040909.0,922386.0,922386.0,1971.0,,11875.0,11875.0,subject,,
C14-00-2011.7,1,243125.0,243125.0,0.0,0.0,178513.0,178513.0,356250.0,356250.0,,,0.0,0.0,subject,,
C14-00-2014,1,1000.0,1000.0,0.0,0.0,1630233.0,1630233.0,1000.0,1000.0,,,0.0,0.0,subject,,
C14-00-2015,1,20278416.0,20278416.0,0.0,0.0,1523415.0,1523415.0,20278416.0,20278416.0,,,497020.0,497020.0,subject,,
C14-00-2016,1,0.0,0.0,40721459.0,40721459.0,100067.0,100067.0,40666040.0,40666040.0,,,131271.0,131271.0,subject,,
C14-00-2017,1,228643.0,228643.0,0.0,0.0,1496558.0,1496558.0,270000.0,270000.0,,,0.0,0.0,subject,,
C14-00-2018,1,3391146.0,3391146.0,0.0,0.0,1852508.0,1852508.0,4409688.0,4409688.0,1972.0,,226076.4,226076.4,subject,,
C14-00-2020,1,0.0,0.0,509476.0,509476.0,100067.0,100067.0,507756.0,507756.0,,,19994.0,19994.0,subject,,
C14-00-2022,1,2079990.0,2079990.0,0.0,0.0,1889553.0,1889553.0,6105589.0,6105589.0,2006.0,,83199.6,83199.6,subject,,
C14-00-2023,1,135871.0,135871.0,0.0,0.0,1877895.0,1877895.0,450699.0,450699.0,1976.0,,0.0,0.0,subject,,
C14-00-2024,1,455376.0,455376.0,0.0,0.0,176759.0,176759.0,1193562.0,1193562.0,2016.0,,0.0,0.0,subject,,
C14-00-2026,1,361404.0,361404.0,0.0,0.0,2020062.0,2020062.0,549969.0,549969.0,1948.0,,0.0,0.0,subject,,
C14-00-2028,1,0.0,0.0,2331182.0,2331182.0,100067.0,100067.0,1578580.0,1578580.0,1935.0,,38595.0,38595.0,subject,,
C14-00-2030,1,2057036.0,2057036.0,0.0,0.0,1888074.0,1888074.0,2456576.0,2456576.0,1999.0,,152373.0,152373.0,subject,,
C14-00-2039,1,2869736.0,2869736.0,0.0,0.0,1684780.0,1684780.0,3089000.0,3089000.0,,,212573.0,212573.0,subject,,
C14-00-2041,1,3132400.0,3132400.0,0.0,0.0,1924673.0,1924673.0,83239768.0,83239768.0,1983.0,,1044133.2,1044133.2,subject,,
C14-00-2043,1,0.0,0.0,0.0,0.0,147217.0,147217.0,3811457.0,3811457.0,1981.0,,74.423,74.423,subject,,
C14-00-2044,1,29712750.0,29712750.0,0.0,0.0,1859859.0,1859859.0,44300000.0,44300000.0,2000.0,,990425.0,990425.0,subject,,
C14-00-2045,1,563000.0,563000.0,0.0,0.0,1804905.0,1804905.0,1957170.0,1957170.0,2004.0,,22520.0,22520.0,subject,,
C14-00-2047,1,0.0,0.0,48643117.0,48643117.0,180046.0,180046.0,47229161.0,47229161.0,,,1959764.4,1959764.4,subject,,
C14-00-2047(RCT),1,0.0,0.0,48643117.0,48643117.0,180046.0,180046.0,47229161.0,47229161.0,,,1959764.4,1959764.4,subject,,
C14-00-2048,1,1600000.0,1600000.0,0.0,0.0,1310022.0,1310022.0,1727927.0,1727927.0,1945.0,,3200.0,3200.0,subject,,
C14-00-2050,1,941220.0,941220.0,0.0,0.0,1872708.0,1872708.0,2291930.0,2291930.0,2011.0,,124.5,124.5,subject,,
C14-00-2055,1,0.0,0.0,13168272.0,13168272.0,1350258.0,1350258.0,13168272.0,13168272.0,,,1754422.5,1754422.5,subject,,
C14-00-2057,1,3635775.0,3635775.0,0.0,0.0,1816489.0,1816489.0,17909628.0,17909628.0,1999.0,,403975.0,403975.0,subject,,
C14-00-2059,1,2718144.0,2718144.0,0.0,0.0,1672693.0,1672693.0,10546675.0,10546675.0,2003.0,,18120.96,18120.96,subject,,
C14-00-2060,1,450370.0,450370.0,0.0,0.0,1459953.0,1459953.0,1744196.0,1744196.0,2017.0,,45037.0,45037.0,subject,,
C14-00-2061,1,0.0,0.0,630531.0,630531.0,1406089.0,1406089.0,630531.0,630531.0,,,42035.4,42035.4,subject,,
C14-00-2065,1,44805163.0,44805163.0,0.0,0.0,1520174.0,1520174.0,48327901.0,48327901.0,1979.0,,527119.56,527119.56,subject,,
C14-00-2066,1,3685500.0,3685500.0,0.0,0.0,1870567.0,1870567.0,3860755.0,3860755.0,1972.0,,21060.0,21060.0,subject,,
C14-00-2067,1,0.0,0.0,680207086.0,680207086.0,106084.0,106084.0,215373005.0,215373005.0,,,6778807.2,6778807.2,subject,,
C14-00-2068,1,471078.0,471078.0,0.0,0.0,1946056.0,1946056.0,1080414.0,1080414.0,2008.0,,0.0,0.0,subject,,
C14-00-2070,1,0.0,0.0,3353922.0,3353922.0,208893.0,208893.0,3276568.0,3276568.0,,,164657.0,164657.0,subject,,
C14-00-2071,1,1748935.0,1748935.0,0.0,0.0,165182.0,165182.0,8323000.0,8323000.0,1985.0,,349787.0,349787.0,subject,,
C14-00-2073,1,1016037.0,1016037.0,0.0,0.0,1664235.0,1664235.0,2980931.0,2980931.0,2017.0,,67735.8,67735.8,subject,,
C14-00-2074,1,685020.0,685020.0,0.0,0.0,1614899.0,1614899.0,1137519.0,1137519.0,1964.0,,22834.0,22834.0,subject,,
C14-00-2076,1,986111.0,986111.0,0.0,0.0,1702210.0,1702210.0,1203881.0,1203881.0,1963.0,,44823.24,44823.24,subject,,
C14-00-2081,1,3567600.0,3567600.0,0.0,0.0,183479.0,183479.0,3651889.0,3651889.0,2001.0,,11892.0,11892.0,subject,,
C14-00-2082,1,848985.0,848985.0,0.0,0.0,152891.0,152891.0,500000.0,500000.0,,,56599.0,56599.0,subject,,
C14-00-2083,1,4333349.0,4333349.0,0.0,0.0,1791160.0,1791160.0,22298643.0,22298643.0,2024.0,,72222.48,72222.48,subject,,
C14-00-2084,1,0.0,0.0,4765034.0,4765034.0,526879.0,526879.0,4791419.0,4791419.0,,,234831.96,234831.96,subject,,
C14-00-2085,1,281250.0,281250.0,0.0,0.0,1598661.0,1598661.0,572881.0,572881.0,1975.0,,18750.0,18750.0,subject,,
C14-00-2086,1,1451450.0,1451450.0,0.0,0.0,1866301.0,1866301.0,1499757.0,1499757.0,1981.0,,41470.0,41470.0,subject,,
C14-00-2087,1,326480.0,326480.0,0.0,0.0,1451395.0,1451395.0,691414.0,691414.0,1975.0,,16324.0,16324.0,subject,,
C14-00-2091,1,215361.0,215361.0,0.0,0.0,1793836.0,1793836.0,385046.0,385046.0,1956.0,,0.0,0.0,subject,,
C14-00-2093,1,4709115.0,4709115.0,0.0,0.0,1947953.0,1947953.0,25951015.0,25951015.0,2003.0,,313941.0,313941.0,subject,,
C14-00-2097,1,539055.0,539055.0,0.0,0.0,1776649.0,1776649.0,1046782.0,1046782.0,1960.0,,35937.0,35937.0,subject,,
C14-00-2098,1,362415.0,362415.0,0.0,0.0,2019966.0,2019966.0,1443971.0,1443971.0,1961.0,,24161.0,24161.0,subject,,
C14-00-2100,1,135420.0,135420.0,0.0,0.0,215096.0,215096.0,302269.0,302269.0,1958.0,,9028.0,9028.0,subject,,
C14-00-2111,1,362415.0,362415.0,0.0,0.0,2019966.0,2019966.0,1443971.0,1443971.0,1961.0,,24161.0,24161.0,subject,,
C14-00-2112,1,0.0,0.0,46289300.0,46289300.0,175517.0,175517.0,51294667.0,51294667.0,,,578912.0,578912.0,subject,,
C14-00-2112.SH(RCA),1,0.0,0.0,46289300.0,46289300.0,175517.0,175517.0,51294667.0,51294667.0,,,578912.0,578912.0,subject,,
C14-00-2115,1,300000.0,300000.0,0.0,0.0,1812041.0,1812041.0,412888.0,412888.0,1990.0,,0.0,0.0,subject,,
C14-00-2120,1,1177488.0,1177488.0,0.0,0.0,1556689.0,1556689.0,2733988.0,2733988.0,1999.0,,261664.0,261664.0,subject,,
C14-00-2123,1,0.0,0.0,0.0,0.0,1573166.0,1573166.0,521655.0,521655.0,1951.0,,31624.56,31624.56,subject,,
C14-00-2124,1,0.0,0.0,0.0,0.0,1847990.0,1847990.0,331362.0,331362.0,1961.0,,36372.6,36372.6,subject,,
C14-00-2125,1,775580.0,775580.0,0.0,0.0,1938757.0,1938757.0,851819.0,851819.0,1970.0,,38779.0,38779.0,subject,,
C14-00-2126,1,344687.0,344687.0,0.0,0.0,179281.0,179281.0,224617820.0,224617820.0,2017.0,,35447.0,35447.0,subject,,
C14-00-2128,1,30950000.0,30950000.0,0.0,0.0,273270.0,273270.0,30950000.0,30950000.0,,,418393.0,418393.0,subject,,
C14-00-2130,1,386325.0,386325.0,0.0,0.0,1850398.0,1850398.0,731815.0,731815.0,1946.0,,0.0,0.0,subject,,
C14-00-2131,1,129000.0,129000.0,0.0,0.0,219761.0,219761.0,361712.0,361712.0,1967.0,,8600.0,8600.0,subject,,
C14-00-2134,1,0.0,0.0,1144195.0,1144195.0,233682.0,233682.0,11368537.0,11368537.0,,,523180.2,523180.2,subject,,
C14-00-2135,1,318397.0,318397.0,0.0,0.0,556408.0,556408.0,481883.0,481883.0,1976.0,,0.0,0.0,subject,,
C14-00-2136,1,0.0,0.0,1957683.0,1957683.0,100073.0,100073.0,1960028.0,1960028.0,,,204644.88,204644.88,subject,,
C14-00-2139,1,0.0,0.0,1421985.0,1421985.0,100073.0,100073.0,1254160.0,1254160.0,,,0.0,0.0,subject,,
C14-00-2145,1,0.0,0.0,5955697.0,5955697.0,1789514.0,1789514.0,5637453.0,5637453.0,,,309450.24,309450.24,subject,,
C14-00-2149,1,618188.0,618188.0,0.0,0.0,1533036.0,1533036.0,798509.0,798509.0,1922.0,,0.0,0.0,subject,,
C14-00-2150,1,6319249.0,6319249.0,0.0,0.0,1751730.0,1751730.0,44000000.0,44000000.0,2009.0,,631924.92,631924.92,subject,,
C14-00-2151,1,539300.0,539300.0,0.0,0.0,1788888.0,1788888.0,2214145.0,2214145.0,2004.0,,42298.0,42298.0,subject,,
C14-00-2152,1,4909401.0,4909401.0,0.0,0.0,1480747.0,1480747.0,52521405.0,52521405.0,2001.0,,545489.0,545489.0,subject,,
C14-00-2153,1,853020.0,853020.0,0.0,0.0,2024826.0,2024826.0,1138607.0,1138607.0,1935.0,,14217.0,14217.0,subject,,
C14-00-2154,1,0.0,0.0,0.0,0.0,1388898.0,1388898.0,63039.0,63039.0,,,22838.51,22838.51,subject,,
C14-00-2155,1,1016474.0,1016474.0,0.0,0.0,2041600.0,2041600.0,1962650.0,1962650.0,2002.0,,141177.0,141177.0,subject,,
C14-00-2156,1,0.0,0.0,2433725.0,2433725.0,1788763.0,1788763.0,2657296.0,2657296.0,,,100745.57,100745.57,subject,,
C14-00-2158,1,582975.0,582975.0,0.0,0.0,1584767.0,1584767.0,619907.0,619907.0,2002.0,,2591.0,2591.0,subject,,
C14-00-2162,1,221080.0,221080.0,0.0,0.0,229341.0,229341.0,457400.0,457400.0,1963.0,,11054.0,11054.0,subject,,
C14-00-2168,1,4584773.0,4584773.0,0.0,0.0,1543127.0,1543127.0,3267047.0,3267047.0,2001.0,,196.14,196.14,subject,,
C14-00-2170,1,3446370.0,3446370.0,0.0,0.0,276143.0,276143.0,7100995.0,7100995.0,2003.0,,114879.0,114879.0,subject,,
C14-00-2171,1,276007.0,276007.0,0.0,0.0,1873568.0,1873568.0,559743.0,559743.0,2020.0,,0.0,0.0,subject,,
C14-00-2172,1,516469.0,516469.0,0.0,0.0,1891845.0,1891845.0,982604.0,982604.0,2006.0,,3972.84,3972.84,subject,,
C14-00-2174,1,1396534.0,1396534.0,0.0,0.0,2010280.0,2010280.0,1555104.0,1555104.0,1970.0,,34913.34,34913.34,subject,,
C14-00-2175,1,287559.0,287559.0,0.0,0.0,1924819.0,1924819.0,452529.0,452529.0,1946.0,,0.0,0.0,subject,,
C14-00-2176,1,0.0,0.0,1895905.0,1895905.0,1752245.0,1752245.0,1895905.0,1895905.0,,,189590.54,189590.54,subject,,
C14-00-2180,1,636941.0,636941.0,0.0,0.0,270272.0,270272.0,1050118.0,1050118.0,1955.0,,0.0,0.0,subject,,
C14-00-2185,1,296219.0,296219.0,0.0,0.0,1333215.0,1333215.0,296219.0,296219.0,,,42317.0,42317.0,subject,,
C14-00-2186,1,750000.0,750000.0,0.0,0.0,1615915.0,1615915.0,795794.0,795794.0,1946.0,,7500.0,7500.0,subject,,
C14-00-2189,1,0.0,0.0,2484750.0,2484750.0,538448.0,538448.0,1480134.0,1480134.0,,,207062.46,207062.46,subject,,
C14-00-2195(RCA),1,2000000.0,2000000.0,0.0,0.0,1791399.0,1791399.0,2000000.0,2000000.0,,,8102.16,8102.16,subject,,
C14-00-2196,1,109559890.0,109559890.0,0.0,0.0,1791399.0,1791399.0,217000000.0,217000000.0,2025.0,,133772.76,133772.76,subject,,
C14-00-2197,1,35623500.0,35623500.0,0.0,0.0,1944334.0,1944334.0,51000000.0,51000000.0,,,28888.0,28888.0,subject,,
C14-00-2198,1,0.0,0.0,20000.0,20000.0,100073.0,100073.0,20000.0,20000.0,,,0.0,0.0,subject,,
C14-00-2205,1,213420.0,213420.0,0.0,0.0,1862323.0,1862323.0,868826.0,868826.0,1984.0,,14228.0,14228.0,subject,,
C14-00-2208,1,57376800.0,57376800.0,0.0,0.0,1640202.0,1640202.0,320000000.0,320000000.0,2002.0,,55170.0,55170.0,subject,,
C14-00-2210,1,499198.0,499198.0,0.0,0.0,1735338.0,1735338.0,2209894.0,2209894.0,2016.0,,83199.6,83199.6,subject,,
C14-00-2219,1,130248.0,130248.0,0.0,0.0,163262.0,163262.0,130248.0,130248.0,,,21708.0,21708.0,subject,,
C14-00-2223,1,1037436.0,1037436.0,0.0,0.0,1668495.0,1668495.0,1037436.0,1037436.0,,,92216.52,92216.52,subject,,
C14-00-2224,1,0.0,0.0,14586640.0,14586640.0,197922.0,197922.0,14586640.0,14586640.0,,,182333.0,182333.0,subject,,
C14-00-2225,1,0.0,0.0,45616060.0,45616060.0,100073.0,100073.0,45616060.0,45616060.0,,,651658.0,651658.0,subject,,
C14-00-2230,1,396000.0,396000.0,0.0,0.0,1955793.0,1955793.0,396000.0,396000.0,,,9900.0,9900.0,subject,,
C14-00-2231,1,9279380.0,9279380.0,0.0,0.0,1908255.0,1908255.0,95230000.0,95230000.0,2017.0,,168716.0,168716.0,subject,,
C14-00-2232,1,58824.0,58824.0,0.0,0.0,318378.0,318378.0,162617.0,162617.0,1970.0,,2.451,2.451,subject,,
C14-00-2233,1,780000.0,780000.0,0.0,0.0,1434582.0,1434582.0,793998.0,793998.0,2010.0,,7800.0,7800.0,subject,,
C14-00-2234,1,28352333.0,28352333.0,0.0,0.0,1707081.0,1707081.0,128850000.0,128850000.0,2014.0,,157512.96,157512.96,subject,,
C14-00-2236,1,1049600.0,1049600.0,0.0,0.0,1530384.0,1530384.0,1296138.0,1296138.0,1910.0,,5248.0,5248.0,subject,,
C14-00-2237,1,0.0,0.0,0.0,0.0,107649.0,107649.0,1221309.0,1221309.0,1912.0,,0.0,0.0,subject,,
C14-00-2239,1,789000.0,789000.0,0.0,0.0,270261.0,270261.0,921772.0,921772.0,1952.0,,7890.0,7890.0,subject,,
C14-00-2241,1,1000120.0,1000120.0,0.0,0.0,1983162.0,1983162.0,1655038.0,1655038.0,2001.0,,50006.0,50006.0,subject,,
C14-00-2242,1,0.0,0.0,730763.0,730763.0,1849517.0,1849517.0,0.0,0.0,0.0,,48717.5,48717.5,subject,,
C14-00-2243,1,0.0,0.0,0.0,0.0,274383.0,274383.0,585309.0,585309.0,1972.0,,29917.0,29917.0,subject,,
C14-00-2248,1,0.0,0.0,2405714.0,2405714.0,100058.0,100058.0,200000.0,200000.0,,,15.182,15.182,subject,,
C14-00-2250,1,10388200.0,10388200.0,0.0,0.0,1984665.0,1984665.0,40000000.0,40000000.0,2009.0,,103882.0,103882.0,subject,,
C14-00-2251,1,2166000.0,2166000.0,0.0,0.0,1862613.0,1862613.0,2166000.0,2166000.0,,,318597.84,318597.84,subject,,
C14-00-2252,1,2369294.0,2369294.0,0.0,0.0,280090.0,280090.0,13500000.0,13500000.0,2004.0,,175503.24,175503.24,subject,,
C14-00-2254,1,6691557.0,6691557.0,0.0,0.0,1663658.0,1663658.0,6691557.0,6691557.0,,,72268.0,72268.0,subject,,
C14-00-2256,1,17894448.0,17894448.0,0.0,0.0,1732305.0,1732305.0,27500000.0,27500000.0,2011.0,,178944.48,178944.48,subject,,
C14-00-2258,1,260260.0,260260.0,0.0,0.0,1694014.0,1694014.0,1200000.0,1200000.0,2019.0,,13013.0,13013.0,subject,,
C14-00-2259,1,383561.0,383561.0,0.0,0.0,2021680.0,2021680.0,541000.0,541000.0,1959.0,,0.0,0.0,subject,,
C14-00-2260,1,550800.0,550800.0,0.0,0.0,1648719.0,1648719.0,550800.0,550800.0,,,4590.0,4590.0,subject,,
C14-00-2261,1,29202550.0,29202550.0,0.0,0.0,1908311.0,1908311.0,110800000.0,110800000.0,2008.0,,294975.25,294975.25,subject,,
C14-00-2262,1,1560315.0,1560315.0,0.0,0.0,2018809.0,2018809.0,9455000.0,9455000.0,1982.0,,104021.0,104021.0,subject,,
C14-00-2263,1,754677.0,754677.0,0.0,0.0,322695.0,322695.0,836523.0,836523.0,2002.0,,83853.0,83853.0,subject,,
C14-00-2265,1,345866.0,345866.0,0.0,0.0,1928558.0,1928558.0,855716.0,855716.0,2025.0,,34586.64,34586.64,subject,,
C14-00-2266,1,33772.0,33772.0,0.0,0.0,261514.0,261514.0,33772.0,33772.0,,,42884.82,42884.82,subject,,
C14-01-0003,1,0.0,0.0,94909968.0,94909968.0,154189.0,154189.0,88700817.0,88700817.0,,,254651.76,254651.76,subject,,
C14-01-0004,1,334590.0,334590.0,0.0,0.0,1358625.0,1358625.0,668500.0,668500.0,2004.0,,0.0,0.0,subject,,
C14-01-0005,1,279310.0,279310.0,0.0,0.0,1658101.0,1658101.0,1819000.0,1819000.0,2008.0,,27931.0,27931.0,subject,,
C14-01-0006,1,0.0,0.0,380188.0,380188.0,130047.0,130047.0,250000.0,250000.0,,,0.0,0.0,subject,,
C14-01-0007,1,530346.0,530346.0,0.0,0.0,114564.0,114564.0,930622.0,930622.0,1951.0,,0.0,0.0,subject,,
C14-01-0009,1,4269751.0,4269751.0,0.0,0.0,1593599.0,1593599.0,0.0,0.0,0.0,,32844.24,32844.24,subject,,
C14-01-0016,1,0.0,0.0,1359876.0,1359876.0,218435.0,218435.0,428618.0,428618.0,,,44202.22,44202.22,subject,,
C14-01-0017,1,46066008.0,46066008.0,0.0,0.0,1452878.0,1452878.0,114000000.0,114000000.0,2008.0,,153553.36,153553.36,subject,,
C14-01-0022,1,347464.0,347464.0,0.0,0.0,254871.0,254871.0,1036078.0,1036078.0,1970.0,,0.0,0.0,subject,,
C14-01-0029,1,6272000.0,6272000.0,0.0,0.0,1678437.0,1678437.0,6445941.0,6445941.0,1892.0,,7840.0,7840.0,subject,,
C14-01-0029(RCT),1,24399440.0,24399440.0,0.0,0.0,1657153.0,1657153.0,44502510.0,44502510.0,1962.0,,23461.0,23461.0,subject,,
C14-01-0031,1,69500.0,69500.0,0.0,0.0,1847949.0,1847949.0,539090.0,539090.0,2019.0,,13900.0,13900.0,subject,,
C14-01-0032(SH),1,796276.0,796276.0,0.0,0.0,1783448.0,1783448.0,3164000.0,3164000.0,2003.0,,199069.0,199069.0,subject,,
C14-01-0035,1,766656.0,766656.0,0.0,0.0,1973493.0,1973493.0,1773720.0,1773720.0,1987.0,,9583.2,9583.2,subject,,
C14-01-0036,1,0.0,0.0,51644437.0,51644437.0,195561.0,195561.0,49795732.0,49795732.0,,,113475.0,113475.0,subject,,
C14-01-0037.001,1,712640.0,712640.0,0.0,0.0,1983480.0,1983480.0,2272234.0,2272234.0,1935.0,,35632.0,35632.0,subject,,
C14-01-0042,1,192750.0,192750.0,0.0,0.0,1836031.0,1836031.0,115650.0,115650.0,,,38550.0,38550.0,subject,,
C14-01-0043,1,1203980.0,1203980.0,0.0,0.0,1748581.0,1748581.0,2649151.0,2649151.0,2002.0,,60199.0,60199.0,subject,,
C14-01-0044,1,1203980.0,1203980.0,0.0,0.0,1748581.0,1748581.0,2649151.0,2649151.0,2002.0,,60199.0,60199.0,subject,,
C14-01-0046.02,1,8758696.0,8758696.0,0.0,0.0,1818908.0,1818908.0,11133774.0,11133774.0,1980.0,,145978.27,145978.27,subject,,
C14-01-0046.03,1,0.0,0.0,467356.0,467356.0,195518.0,195518.0,462000.0,462000.0,,,0.0,0.0,subject,,
C14-01-0047,1,18467437.0,18467437.0,0.0,0.0,1518342.0,1518342.0,63194000.0,63194000.0,2013.0,,102596.87,102596.87,subject,,
C14-01-0048,1,100000.0,100000.0,0.0,0.0,1860123.0,1860123.0,93547.0,93547.0,,,13907.0,13907.0,subject,,
C14-01-0052,1,0.0,0.0,1056000.0,1056000.0,180535.0,180535.0,1704785.0,1704785.0,0.0,,7040.0,7040.0,subject,,
C14-01-0053,1,375133.0,375133.0,0.0,0.0,1379410.0,1379410.0,696384.0,696384.0,1950.0,,0.0,0.0,subject,,
C14-01-0054,1,634800.0,634800.0,0.0,0.0,1312433.0,1312433.0,1143917.0,1143917.0,1925.0,,6348.0,6348.0,subject,,
C14-01-0055,1,14270000.0,14270000.0,0.0,0.0,1791154.0,1791154.0,11997529.0,11997529.0,,,609622.0,609622.0,subject,,
C14-01-0056,1,1163040.0,1163040.0,0.0,0.0,1921759.0,1921759.0,1906000.0,1906000.0,2009.0,,38768.0,38768.0,subject,,
C14-01-0057,1,1227060.0,1227060.0,0.0,0.0,1455446.0,1455446.0,2504616.0,2504616.0,2005.0,,40902.0,40902.0,subject,,
C14-01-0058,1,1227060.0,1227060.0,0.0,0.0,1455446.0,1455446.0,2504616.0,2504616.0,2005.0,,40902.0,40902.0,subject,,
C14-01-0062,1,0.0,0.0,0.0,0.0,1717583.0,1717583.0,1455984.0,1455984.0,1963.0,,19674.0,19674.0,subject,,
C14-01-0063,1,147353.0,147353.0,0.0,0.0,163256.0,163256.0,381025.0,381025.0,1955.0,,0.0,0.0,subject,,
C14-01-0067,1,0.0,0.0,0.0,0.0,475550.0,475550.0,6096000.0,6096000.0,2012.0,,740955.6,740955.6,subject,,
C14-01-0068,1,91737.0,91737.0,0.0,0.0,1283567.0,1283567.0,91737.0,91737.0,,,30579.0,30579.0,subject,,
C14-01-0069,1,272500.0,272500.0,0.0,0.0,296327.0,296327.0,454602.0,454602.0,1947.0,,1.09,1.09,subject,,
C14-01-0070,1,0.0,0.0,34675921.0,34675921.0,100067.0,100067.0,34675921.0,34675921.0,,,247685.15,247685.15,subject,,
C14-01-0072,1,14643000.0,14643000.0,0.0,0.0,1381077.0,1381077.0,50310000.0,50310000.0,2003.0,,97620.0,97620.0,subject,,
C14-01-0073,1,102266200.0,102266200.0,0.0,0.0,1744211.0,1744211.0,158900000.0,158900000.0,1986.0,,112380.44,112380.44,subject,,
C14-01-0075,1,0.0,0.0,0.0,0.0,2030646.0,2030646.0,82246.0,82246.0,1942.0,,10973.0,10973.0,subject,,
C14-01-0076,1,296474.0,296474.0,0.0,0.0,275045.0,275045.0,375264.0,375264.0,1999.0,,0.0,0.0,subject,,
